444.RN.DA.ACE-	444.Rn.だ.ace-
5AM-NORR.OF.RS	5 am-ん Orr.of.rs
5AT-25-KRGD-IF	5 at-25-Kr Gd-if
5CUT-53.5928ZA	5 cut-53.5928 ざ
.5IFMUOYO.GAMY	.5 if むおよ.gamy
.5.I.NAAXN.UWA	.5.い.な ax ん.うわ
5I-TBRU.OX.PEG	5 い-Tb る.ox.peg
5NKU-TOWNSACK-	5 んく-town sack-
5PUAC-.XE--BUR	5 ぷ Ac-.Xe--bur
-.5.REEKCA-OMY	-.5.reek Ca-お my
-5.ROGOIIWUFUU	-5.ろごいい Wu ふう
.5.SO-CRMUPICT	.5.そ-Cr む Pict
5TEZORI.XEDUTY	5 てぞり.Xe duty
!5.UR1.LE.3221	! 5.Ur 1.Le.3221
61290EU18.TUFU	61290 えう 18.つふ
612FU753.6-GUU	612 ふ 753.6-ぐう
615TEUU4093-XE	615 てうう 4093-Xe
.6353FE-303PU-	.6353 Fe-303 ぷ-
6.5-017A!ELF.0	6.5-017 あ! elf.0
65.2775CLUNG3-	65.2775 clung 3-
.653119SE!FUYU	.653119 せ! ふゆ
.65419LS31-TUG	.65419 ls 31-tug
656-LET9AN-005	656-let 9 an-005
6583.WUFOG455-	6583.Wu fog 455-
6ACAH-YUZU.NN.	6 Ac ah-ゆず.んん.
6-.ALEM6450-05	6-.Al em 6450-05
6-AYUSBUSBY.FU	6-ay us busby.ふ
6.BU1!.1753FUU	6.ぶ 1!.1753 ふう
6FAMS-N-.HEWS-	6 fa ms-ん-.hews-
6.FIJIUBU-UAU-	6.Fiji うぶ-う Au-
6-IFR.RUOES.BU	6-い Fr.るお es.ぶ
.6JUNCHIUS.-ON	.6 じゅんち us.-on
-6OEKUKOUP-UFU	-6 おえくこ up-うふ
6.OFTCU.PEINK-	6.oft Cu.ぺ ink-
6RO.-FUR.DISSE	6 ろ.-fur.diss え
6.SPUDLIBKU.E-	6.spud lib く.え-
70.E0565.LA!IT	70.え 0565.la! it
717543LS1..UFU	717543 ls 1..うふ
73CD.7-UGUADD.	73 Cd.7-うぐ add.
73-KEENLYI.5KE	73-keenly い.5 け
750023RCA0-UUU	750023 RCA 0-ううう
751.DU16.1!FUU	751.づ 16.1! ふう
75581-3!OCU-GU	75581-3! お Cu-ぐ
.-757545-2FURA	.-757545-2 fur あ
758827FUE0.GON	758827 ふえ 0.ごん
75E-9CI.MA.NKE	75 え-9 Ci.ま.んけ
7660!!-UAEU0LE	7660!!-うあえう 0 Le
76LEG.KAUIND-!	76 leg.かうい Nd-!
79!HZCD-CL.MEG	79! Hz Cd-Cl.meg
7A..IN.SH.CUXE	7 あ..in.sh.Cu Xe
7-.CR-SANSKEYE	7-.Cr-sans key え
.7-CS.ETBRUPON	.7-cs.え Tb るぽん
.7CUBJU-U-AM-A	.7 cub じゅ-う-am-あ
7I.UFOP-UDA.SU	7 い.う fop-うだ.す
7LEEZYA.DIUTYU	7 lee じゃ.ぢうちゅ
7LIT--OSHZ.MEG	7 lit--Os Hz.meg
-7NRERO-RUEXES	-7 んれろ-る exes
-.7OERYUYAFUSE	-.7 おえりゅや fuse
7OPI.CUN-TE.KE	7 おぴ.Cu ん-て.け
7.PAEUWMCS.MD.	7.ぱえう Wm cs.Md.
7.PUBPU-CLE.RS	7.pub ぷ-Cl え.rs
7.SIFUUMJAKOU-	7.しふ um じゃこう-
7!SIU4.CU.1551	7! しう 4.Cu.1551
7-SNIP-HULEZE-	7-snip-ふ Le ぜ-
7--UNALLI-TOZE	7--うん all い-とぜ
7-ZR-IOCDU.LEG	7-Zr-いお Cd う.leg
-80-0MCIAD.KEG	-80-0 MCI ad.keg
804RO.5560FUBU	804 ろ.5560 ふぶ
80.556LE-2EH-!	80.556 Le-2 eh-!
81!!1O.13-FUGU	81!! 1 お.13-ふぐ
8-1405FE38-NON	8-1405 Fe 38-non
82-AX05245ZUGU	82-ax 05245 ずぐ
830325NSOL-ND!	830325 ん sol-Nd!
83131EX!UTUE!-	83131 ex! うつえ!-
8.3-5PLUG4115-	8.3-5 plug 4115-
.85-2CR3053-SE	.85-2 Cr 3053-せ
85-45LA.4-31SU	85-45 la.4-31 す
8!57103FIG.A.U	8! 57103 fig.あ.う
858O-75YU.FUZA	858 お-75 ゆ.ふざ
85.HGFAIN.9MIT	85.Hg fain.9 MIT
8--62CIGE.MING	8--62 Ci げ.Ming
87EM-N.MECCA9-	87 em-ん.mecca 9-
8945855IFLS.ON	8945855 if ls.on
8957280UGIULES	8957280 うぎう Les
-89LE.7ELIDED.	-89 Le.7 elided.
-.8AEOGYOTURF-	-.8 あえおぎょ turf-
8..ETUTICWA.IF	8..えつ tic わ.if
8GEU-LI.ROBKS-	8 げう-Li.rob ks-
8!.IDEM..ACAM!	8!.id em..Ac am!
8I-GA.SICIT-UU	8 い-が.sic it-うう
.8-KURNFA-ZIZA	.8-く Rn fa-じざ
8KWI-JUUEOEFU-	8 kW い-じゅうえおえふ-
8!LICE!.KIFUEX	8! lice!.きふ ex
8LI-JA!!KUKUEE	8 Li-じゃ!! くくええ
8LS-RUDEPRO.E-	8 ls-rude pro.え-
8NKEICR-GIL-05	8 んけい Cr-Gil-05
8N-LBJ.DEED70-	8 ん-LBJ.deed 70-
8-NPOFFUP.KOSU	8-Np off up.こす
8OE.DAMG-TY-EX	8 おえ.だ Mg-Ty-ex
8PO.--OFNNIUDE	8 ぽ.--of んにうで
8RA.PEPCL-TU-U	8 ら.pep Cl-つ-う
8SCANFR-OF.WM.	8 scan Fr-of.Wm.
8-SILT--EEOHN-	8-silt--ええ oh ん-
8TY-LO.HOFFGD.	8 Ty-lo.Hoff Gd.
8.TYOAFRTEOUN-	8.ちょあ Fr ておうん-
8UWA.-FAGYM.OF	8 うわ.-fa gym.of
-8-ZE-UHLASMIT	-8-ぜ-uh Las MIT
928CUDKUNAUBU-	928 cud くなうぶ-
9354FE-MG49391	9354 Fe-Mg 49391
-9375NNI.LS581	-9375 んに.ls 581
!.93-LAB.NDILE	!.93-lab.Nd い Le
.941516-5FAUU.	.941516-5 fa うう.
9457RE.A.580LE	9457 れ.あ.580 Le
94.LA115-3EN!.	94.la 115-3 えん!.
94LECAM.IME.8-	94 Le cam.いめ.8-
94ZELEN.-58411	94 ぜ Len.-58411
95.CD.RECD7.BU	95.Cd.れ Cd 7.ぶ
980.!UBELL.632	980.! う bell.632
98251EX.SU-45E	98251 ex.す-45 え
98.HEGAMUDLI!-	98.へが mud Li!-
.-9A-EEL710005	.-9 あ-eel 710005
9A-UI.BAWLNTUU	9 あ-うい.bawl んつう
9COPUEUO-UN-IT	9 cop うえうお-うん-it
9CS-SPAMKU-NON	9 cs-spam く-non
9EPUUR-WAGS-EX	9 えぷ Ur-wags-ex
9ES-APYU.FASYU	9 es-あぴゅ.fa しゅ
-9EVAKR-FE.A.U	-9 Eva Kr-Fe.あ.う
9FIE.OUTRHO-UU	9 fie.out rho-うう
9.FUE6440.OS51	9.ふえ 6440.Os 51
9GEZIRIN.3LAM!	9 げじりん.3 lam!
9GII26-.CL.MEG	9 ぎい 26-.Cl.meg
9HAL!IEIUU.ND!	9 Hal! いえいうう.Nd!
9..HINBEG!CA!-	9..ひん beg! Ca!-
9II.33-LYMENEE	9 いい.33-Lyme ねえ
9.IMO-4!NALANG	9.いも-4! な Lang
9LA-NNMAKON45-	9 la-んんまこん 45-
9LEI-KOE-CRSU.	9 lei-こえ-Cr す.
9LURES15331!.-	9 lures 15331!.-
9.N58.EMBIA.IF	9.ん 58.em びあ.if
9.NFEYPUE-ZAYA	9.ん fey ぷえ-ざや
9OCTZUKIETUOU-	9 Oct ずきえつおう-
.9.O-FORIUEUAT	.9.お-for いうえう at
..-9OR-SOFAUDE	..-9 or-sofa うで
9-.RONDAFTZOSU	9-.Ron daft ぞす
9-SUP-CRSIJUES	9-sup-Cr しじゅ es
9US751302.FA.U	9 us 751302.fa.う
9-YENU-RNSILVA	9-yen う-Rn Silva
9ZE.OI-GDIU.OF	9 ぜ.おい-Gd いう.of
A1-UU.IFPOKU-U	あ 1-うう.if ぽく-う
A.5891CS-54!SU	あ.5891 cs-54! す
A.6AX.N.ZEDJU-	あ.6 ax.ん.zed じゅ-
A810638.NLUG.0	あ 810638.ん lug.0
A.94-5NEALINK-	あ.94-5 Neal ink-
.AA7.N-FRPANT.	.ああ 7.ん-Fr pant.
AAN.WM.TO4.FEY	あ an.Wm.と 4.fey
-AA-SN4ID...OF	-ああ-Sn 4 id...of
-AC.-EUDOS3-TY	-Ac.-えう dos 3-Ty
-AC-NAG--HU9RS	-Ac-nag--ふ 9 rs
-.ACTQUA0--BUR	-.act qua 0--bur
ADDI.589-ELLN-	add い.589-ell ん-
A-E5.RS-LORDYU	あ-え 5.rs-lord ゆ
.-AEOO-I4YUFUU	.-あえおお-い 4 ゆふう
-AE--ORE4CI.N.	-あえ--ore 4 Ci.ん.
AFA.E00!.160-!	あ fa.え 00!.160-!
A!FDR.2-DB!SE-	あ! FDR.2-dB! せ-
A-FEUH.HZ-!ZIT	あ-Fe uh.Hz-! zit
A.FR.HAMOK!TU.	あ.Fr.ham OK! つ.
AFT05858-80CD.	aft 05858-80 Cd.
AFU4I.UOPYUZE-	あふ 4 い.うおぴゅぜ-
AFU.KUO--OUI2U	あふ.くお--おうい 2 う
A.GUSTKOCR-O-!	あ.gust こ Cr-お-!
AHTA!FR..RO-UU	ah た! Fr..ろ-うう
AID.0RSPUO-.FU	aid.0 rs ぷお-.ふ
AI-FRCU-.NAYS0	あい-Fr Cu-.nays 0
.AIR.ANT7MU.OF	.air.ant 7 む.of
-AL.75ED50060-	-Al.75 Ed 50060-
ALMANNN-493IS-	Alma んんん-493 is-
AL.PYUA4-OFU-U	Al.ぴゅあ 4-of う-う
AL-.RE5-YEWCD.	Al-.れ 5-yew Cd.
AMCAP--3UR.-SU	am cap--3 Ur.-す
AN0.CU-329020E	an 0.Cu-329020 え
AN-5...JAYHEXU	an-5...jay hex う
AS1.KRMUWOFU-U	as 1.Kr むをふ-う
AS8BP-.NROFU-U	as 8 BP-.んろふ-う
.ATSDUI.-8ICE-	.Ats づい.-8 ice-
A-UGD.OPT.2EX-	あ-う Gd.opt.2 ex-
AU.ITY!-NNAX-A	Au.い Ty!-んん ax-あ
A-UR9IOTUE..OF	あ-Ur 9 いおつえ..of
A-WACUNP.NUB!-	あ-わ Cu Np.nub!-
AWM5-FE-HZ-.EX	あ Wm 5-Fe-Hz-.ex
A-WU.FUTOA4I.U	あ-Wu.ふとあ 4 い.う
AXE!O.FORTKU-U	axe! お.fort く-う
AX...NOKO.8EEM	ax...のこ.8 え em
..AX-RO5-TBUDE	..ax-ろ 5-Tb うで
AY.AFU!OUP.-RE	ay.あふ! お up.-れ
.AYTEUAWILD.U!	.ay てうあ wild.う!
-A!.ZECD.ISPD.	-あ!.ぜ Cd.is Pd.
BALL-IT-LSZU8-	ball-it-ls ず 8-
BAYORFUU..EO-!	bay or ふう..えお-!
BECR2-OI.-.SUU	べ Cr 2-おい.-.すう
-BEO..CD4ZI.E-	-べお..Cd 4 じ.え-
BERA-EX.MON9U-	べら-ex.もん 9 う-
BERO-ONCS!UR.-	べろ-on cs! Ur.-
-BI.UUU2WE.COT	-び.ううう 2 we.cot
-BLISSEZIUH.-!	-bliss えじ uh.-!
BMWCL2.U-AC-U.	BMW Cl 2.う-Ac-う.
-BMWUJA2.UN.OF	-BMW うじゃ 2.うん.of
BOFIG.2ZOUU.TY	ぼ fig.2 ぞうう.Ty
BONSPY.2GO-.FU	ぼん spy.2 ご-.ふ
BOTUXNGO-4-MOU	ぼ tux んご-4-もう
.BTU!GYO.XEAPT	.Btu! ぎょ.Xe apt
BUFFNHIN78!.EX	buff んひん 78!.ex
BUM...FOREHA9-	bum...fore は 9-
BUO1-CI.TSNTYU	ぶお 1-Ci.ts んちゅ
BURS7SU.BUI-XE	burs 7 す.ぶい-Xe
BUSOTYUHIUFU8-	bus おちゅひうふ 8-
BUUUS-PEP.CI8-	ぶう us-pep.Ci 8-
BUUYOCS-IU!YES	ぶうよ cs-いう! yes
BUWOAUR!-OFNU.	ぶをあ Ur!-of ぬ.
BY-4HE-MUCS.ON	by-4 へ-む cs.on
BY-MASXE!ROUUU	by-mas Xe! ろううう
BYRUTH.EX-1ETU	by Ruth.ex-1 えつ
CA-0385.TS529U	Ca-0385.ts 529 う
.CA2--BAU.USTY	.Ca 2--ばう.us Ty
CA405KID.UDUYU	Ca 405 kid.うづゆ
CA4571-50..4SU	Ca 4571-50..4 す
-CA-GUU2TYAO.-	-Ca-ぐう 2 ちゃお.-
CANKIM.-41-NE0	can Kim.-41-ね 0
CA-NPPAUU!TUX-	Ca-Np ぱうう! tux-
CANSPT!.RUYEWS	cans Pt!.る yews
CAREUOI5-MY.N-	care うおい 5-my.ん-
-CA!.UAIDTA..-	-Ca!.う aid た..-
CD20.UO5517.U!	Cd 20.うお 5517.う!
CD-ELL2NMA.89-	Cd-ell 2 んま.89-
CDLAD6!!..I.EM	Cd lad 6!!..い.em
!CD-LOA-OTUUYU	! Cd-lo あ-おつうゆ
CDPH-HUUU5-STY	Cd pH-ふうう 5-sty
CDZUWA-E!NMOYU	Cd ずわ-え! んもゆ
CHODYUN-.0TSIF	ちょぢゅん-.0 ts if
CHU86-4595.5EM	ちゅ 86-4595.5 em
CI-2KINSE.OTU.	Ci-2 kin せ.おつ.
CI.458IEIN.-EM	Ci.458 いえ in.-em
.CI8045.35EA-!	.Ci 8045.35 えあ-!
CI87.ECI!-.GEM	Ci 87.え Ci!-.gem
CI-8-OTEDMONU.	Ci-8-お Ted もぬ.
.CI.CDSE2-TH.-	.Ci.Cd せ 2-Th.-
-CICULT4-AX.E-	-Ci cult 4-ax.え-
CID.5!CLA.IN-!	Cid.5! Cl あ.in-!
CI.HE.7XEUO.N.	Ci.へ.7 Xe うお.ん.
CIMID!58.UH.EM	Ci mid! 58.uh.em
CI.N!-KALAG3-!	Ci.ん!-か lag 3-!
CIUM.N0460.102	Ci um.ん 0460.102
CI-UN-KA85NAM!	Ci-うん-か 85 Nam!
CI-ZOTIM-ZE.E0	Ci-ぞ Tim-ぜ.え 0
CL-47.NMIHU4LE	Cl-47.んみふ 4 Le
CL491NMA-MN-XE	Cl 491 んま-Mn-Xe
CLBI.9.-UTAAU-	Cl び.9.-うた Au-
-CLOKO!-CS-GD.	-Cl OK お!-cs-Gd.
COBSNN!-SKYAU-	cobs んん!-sky Au-
CON71!IMU.MING	con 71! いむ.Ming
COP...-EXFAMD!	cop...-ex fa Md!
COT-URI.TSAD.0	cot-Ur い.ts ad.0
CR3EU.95-1655-	Cr 3 えう.95-1655-
CR6N.ZN-GO.VAN	Cr 6 ん.Zn-ご.van
CR6RAT.UO-FE.-	Cr 6 rat.うお-Fe.-
CR-8RUFE.OO-E-	Cr-8 る Fe.おお-え-
CR.94-5.3CU581	Cr.94-5.3 Cu 581
CR-9-EOS-NONKE	Cr-9-え Os-non け
CRAYATB.5-.-SU	Cray あ Tb.5-.-す
CR.GYUNDAB33-!	Cr.ぎゅん dab 33-!
.CRIB-.O-TEU1U	.crib-.お-てう 1 う
CR.N2-.PAMOTSU	Cr.ん 2-.Pam おつ
CR.NTU7.SOBOF-	Cr.んつ 7.sob of-
-CRSAE.KIAU!-.	-Cr さえ.き Au!-.
.!CRUUIEA.-OPT	.! Cr うういえあ.-opt
CRUZ!-EXUDOAT-	Cruz!-ex うど at-
CS32.E.U!2185-	cs 32.え.う! 2185-
.CS5ZIIZI--MES	.cs 5 じいじ--mes
.CSDO!JUT-DOS-	.cs ど! jut-dos-
.CSE2935757.SU	.cs え 2935757.す
CS.ED!N578!.11	cs.Ed! ん 578!.11
CSIMHZ-0-IT.ES	cs い MHz-0-it.es
CSMN!UYUWAA-KS	cs Mn! うゆわあ-ks
CSN.DA-U6-TROT	cs ん.だ-う 6-trot
CSS433!-A!01.U	CSS 433!-あ! 01.う
CSS93082-4.5SE	CSS 93082-4.5 せ
CSS-NDUP1-KOU-	CSS-Nd up 1-こう-
CSU-PUBS-O9.KE	cs う-pubs-お 9.け
CU6.JO.ELAY.N-	Cu 6.じょ.え lay.ん-
-CU825350OF.3-	-Cu 825350 of.3-
CU!.905632OFSU	Cu!.905632 of す
CUB9.TAEH-I-U.	cub 9.た eh-い-う.
!CUDBOONS-SYU-	! cud boons-しゅ-
CUERIGPH..7-E-	cue rig pH..7-え-
!CUII-SQUAT.RS	! Cu いい-squat.rs
CUMY.EPO6-RETU	Cu my.えぽ 6-れつ
CUO7-GO.FRY-ES	Cu お 7-ご.fry-es
CUOJUUI-RSTOM!	Cu おじゅうい-rs tom!
CU.ON-YU4BYURA	Cu.on-ゆ 4 びゅら
CUO.RUGOT-IA-!	Cu お.る got-いあ-!
CUSS894115!E.-	cuss 894115! え.-
CUTEU.97.11!51	cute う.97.11! 51
DA78NUIE.GIL!-	だ 78 ぬいえ.Gil!-
DA.KE!!CL8.IE-	だ.け!! Cl 8.いえ-
DA.MS.WM3O.FEY	だ.ms.Wm 3 お.fey
DAN0.NA!LBJ-4-	だん 0.な! LBJ-4-
DA!NA-7-AC!NN.	だ! な-7-Ac! んん.
-DAY.EXE!PANT.	-day.ex え! pant.
DB-.IF.U.AAX5-	dB-.if.う.あ ax 5-
DBSUFI23-!--DE	dB Sufi 23-!--で
DBTEN-RS745-IF	dB ten-rs 745-if
DE.0-FROSZODYU	で.0-Fr Os ぞぢゅ
DE586-JINNIFU-	で 586-jinni ふ-
DE!RS-AXIUO-UU	で! rs-ax いうお-うう
DEW.6CS.BYFE.-	dew.6 cs.by Fe.-
DI.5--AS.CRTHN	ぢ.5--as.Cr Th ん
DIX.AUUPE.-AM!	Dix.Au up え.-am!
DO.39-CRGDED.0	ど.39-Cr Gd Ed.0
DO4-PO.GSZU.IF	ど 4-ぽ.gs ず.if
DOC7--TU-ACSU.	doc 7--つ-Ac す.
DOCS58.5023U!-	docs 58.5023 う!-
DOG-SLY-O!DUHN	dog-sly-お! duh ん
DOKE-TIAL..0UR	どけ-ち Al..0 Ur
DOLT.555!881UR	dolt.555! 881 Ur
DOO-FEYMAS9.N.	どお-fey mas 9.ん.
DOPUT-ON2.N.OF	ど put-on 2.ん.of
DORA2.-LIGS.N-	Dora 2.-Li gs.ん-
DUCU-TA.ATOX-!	づ Cu-た.at ox-!
DUD.CD58YU!.BA	dud.Cd 58 ゆ!.ば
-DUTAWO-.4EUEX	-づたを-.4 えう ex
DUU-2OR-LASI.U	づう-2 or-Las い.う
DU-ZA!LI650005	づ-ざ! Li 650005
E050.572PILL.0	え 050.572 pill.0
E175!.FR358.OU	え 175!.Fr 358.おう
E25730.CS47.SU	え 25730.cs 47.す
E.283MNLICK-E-	え.283 Mn lick-え-
E3PUEBYU-ZR-XE	え 3 ぷえびゅ-Zr-Xe
E5848.!-58ACE-	え 5848.!-58 ace-
E!5.KIBLAND.8-	え! 5.き bland.8-
E-6000LA!48-ES	え-6000 la! 48-es
E650LOAM.9!-05	え 650 loam.9!-05
E.799NP-EILANG	え.799 Np-えい Lang
E.8DB.FUPH--XE	え.8 dB.ふ pH--Xe
E9!.7-GEIAXING	え 9!.7-げい axing
E.ALA5657!-!.0	え.Al あ 5657!-!.0
E-CD2YAO.-E.N-	え-Cd 2 やお.-え.ん-
EDKEZOTUX.KA-!	Ed けぞ tux.か-!
E--DOCSB4.OU.-	え--doc Sb 4.おう.-
EE--8UKUIIATUX	ええ--8 うくいいあ tux
EEL.54.!RN6731	eel.54.! Rn 6731
EEUZUPUCRPI-8-	ええうずぷ Cr ぴ-8-
-.EFDR!OO.UPON	-.え FDR! おお.upon
EFSF.8098363E-	え FSF.8098363 え-
EGISMD-12FR-4-	egis Md-12 Fr-4-
.EH-DUDLS.OB9-	.eh-dud ls.Ob 9-
EHLS!-79565E.0	eh ls!-79565 え.0
EI288N..NBE-IF	えい 288 ん..んべ-if
-E..IPUA2FUOYU	-え..いぷあ 2 ふおゆ
E.I-U.LYME9YOA	え.い-う.Lyme 9 よあ
EKI1!..9.AMDLE	えき 1!..9.AMD Le
EKIKEE!.9NO!XE	えきけえ!.9 の! Xe
ELF6OR.RYOFU-U	elf 6 or.りょふ-う
ELIO-0.KSWM-SE	Eli お-0.ks Wm-せ
ELL-0-UMYPAVE-	ell-0-う my pave-
ELL.861-7-5!5E	ell.861-7-5! 5 え
EM68.FUIZINCD!	em 68.ふいじん Cd!
EM-992CA.NHEM.	em-992 Ca.ん hem.
-EMLI20.1015.0	-em Li 20.1015.0
EM-O-ZIIUXE-E0	em-お-じいう Xe-え 0
EN3801109.FRE-	えん 3801109.Fr え-
EN7DEU-RE.WAX-	えん 7 でう-れ.wax-
ENHZ-FLO-U6-IT	えん Hz-Flo-う 6-it
ENO-YO-0MILSE-	えの-よ-0 mils え-
-E-NRA.TUB9VAN	-え-んら.tub 9 van
E.O--6WM.EELIT	え.お--6 Wm.eel it
E!O-EVA.-MYLE-	え! お-Eva.-my Le-
-EONOJOFU4-TYU	-eon おじょふ 4-ちゅ
EPIFUUMP3.ZOYU	えぴふ ump 3.ぞゆ
EPI.RO-ALUUU4-	えぴ.ろ-Al ううう 4-
EPYORE.UPEXUM!	えぴょれ.up ex um!
-ERO-RU1SLID.U	-えろ-る 1 slid.う
-EROUBAZR!CU-.	-えろうば Zr! Cu-.
ES-AL!-IHZUIU-	es-Al!-い Hz ういう-
E!SH.I--SYALE-	え! sh.い--しゃ Le-
.ESIN--7-LAWES	.es in--7-law es
E-UCI.SPOT.9BU	え-う Ci.spot.9 ぶ
EU-COO6TURD-N-	えう-coo 6 turd-ん-
EWE-LAMZRZIT.0	ewe-lam Zr zit.0
EX48NAG!!.115-	ex 48 nag!!.115-
EX!.5845!6UNBA	ex!.5845! 6 うんば
EX-.BRIE7.SNBU	ex-.Brie 7.Sn ぶ
EX.ID7RS.ME.OF	ex.id 7 rs.め.of
--EXIPE-.ALMS0	--ex いぺ-.alms 0
.EXJIG90!.5102	.ex jig 90!.5102
EXNIL.41ID!.EM	ex nil.41 id!.em
EXN-LE-ZEPHP-!	ex ん-Le-ぜ PHP-!
EXPE-U30554.91	ex ぺ-う 30554.91
EXRHO-..-DE!DE	ex rho-..-で! で
!EX-RUZAUOGRIT	! ex-るざうお grit
EXSI0-AM-WE.E-	ex し 0-am-we.え-
.EXTRAPUONUB!-	.extra ぷお nub!-
-EXUN415113!-U	-ex うん 415113!-う
-EZESHYERLIZ!-	-えぜ shyer Liz!-
EZUCD..I-PI.2E	えず Cd..い-ぴ.2 え
FA0.IDNON.-ROT	fa 0.id non.-rot
FA-0.MIOZUIZE-	fa-0.み Oz ういぜ-
FA-24!MDUEA-TY	fa-24! Md うえあ-Ty
FA2-YOU.-SANUR	fa 2-you.-San Ur
FA4.0596-11UUU	fa 4.0596-11 ううう
FA4PB-.O.IZUUU	fa 4 Pb-.お.いずうう
FA9HUZU-SI-CD.	fa 9 ふず-し-Cd.
FAR-8..SIEXFEY	far-8..し ex fey
FAREN-KUIO6-U.	fare ん-くいお 6-う.
FATN-7IOU.RUOU	fat ん-7 いおう.るおう
FA.U-OK.PE3STY	fa.う-OK.ぺ 3 sty
!FAZANKYO.REU-	! fa ざんきょ.れう-
FAZOKUUNP!.ROT	fa ぞくう Np!.rot
FDR-8ODOLS.-SU	FDR-8 おど ls.-す
FDRSOX-FE-O8.U	FDR sox-Fe-お 8.う
!FDR..UOO-SNPA	! FDR..うおお-Sn ぱ
FE82660-.00MES	Fe 82660-.00 mes
FE85575JON.93-	Fe 85575 Jon.93-
FE-BOFR49-GA!-	Fe-ぼ Fr 49-が!-
FEEL108.8340TY	feel 108.8340 Ty
-FERART1.KOZU.	-fer art 1.こず.
FE.U251.1089RS	Fe.う 251.1089 rs
FE.WARA.!ROUU-	Fe.war あ.! ろうう-
FIRU-ESJAY!.ON	fir う-es jay!.on
FLOSU543381!-.	Flo す 543381!-.
FLU-4UIO.OBTUX	flu-4 ういお.Ob tux
FOB.53MNIJIN!.	fob.53 Mn いじん!.
FOR.WU!ERATH.U	for.Wu! era Th.う
FOUND-OK5.UWOT	found-OK 5.う wot
FOUR1E-IJUPU.-	four 1 え-いじゅぷ.-
FOX4U.SI-BOMUU	fox 4 う.し-ぼむう
FR54UOMEI-DB-!	Fr 54 うおめい-dB-!
.FR-5YUHE-KOAN	.Fr-5 ゆへ-こ an
.FR..6FAGPAWN-	.Fr..6 fag pawn-
FR.-GI8IEZUPON	Fr.-ぎ 8 いえずぽん
FRJO.U!TEOYAU-	Fr じょ.う! ておやう-
-FR--KOOA6UGUU	-Fr--こおあ 6 うぐう
FR.KR6.-SEAOTU	Fr.Kr 6.-sea おつ
FRNOI5-UKOO-UU	Fr のい 5-うこお-うう
FROE-..OA4.-BU	fro え-..おあ 4.-ぶ
FR-PU.1NOSOMD.	Fr-ぷ.1 のそ Md.
FRU-.0UBAIO.RS	Fr う-.0 うばいお.rs
.FRUNU15-19011	.Fr うぬ 15-19011
FRUOUA.OXBUM!-	Fr うおうあ.ox bum!-
FR.WUBU.OB8-SE	Fr.Wu ぶ.Ob 8-せ
FRY.A.LSUA!ROT	fry.あ.ls うあ! rot
FU0O...DIBA-KS	ふ 0 お...ぢば-ks
FU18041-A.58TU	ふ 18041-あ.58 つ
FU-354106IU1.U	ふ-354106 いう 1.う
FU-4OZAYE.PB.U	ふ-4 Oz aye.Pb.う
FU915-E7.113.U	ふ 915-え 7.113.う
-FUA4-.OXBA-UU	-ふあ 4-.ox ば-うう
-FUI3385108TSU	-ふい 3385108 つ
FU!O.-CUPOJITU	ふ! お.-cup おじつ
FUOIU8564505YU	ふおいう 8564505 ゆ
-FUOO58.90435E	-ふおお 58.90435 え
FUO-.-ORENURI1	ふお-.-ore ぬり 1
FU-SA-4!21452U	ふ-さ-4! 21452 う
FUSIGO-0OINKYU	ふしご-0 oink ゆ
FUSYU.9IEOOCT-	ふしゅ.9 いえお Oct-
FUU182.GO581!-	ふう 182.ご 581!-
FUUIURUB-.IZO1	ふういう rub-.いぞ 1
FU.!.YOASPICTU	ふ.!.よ aspic つ
.FUZIO4PD-E.OU	.ふじお 4 Pd-え.おう
FUZN6-ROOF.BUR	ふ Zn 6-roof.bur
GA-7--.I.NXERA	が-7--.い.ん Xe ら
GAUI--DO.!XEYE	がうい--ど.! Xe ye
GD88-E.IMILOG!	Gd 88-え.いみ log!
GE3CA!.075-38-	げ 3 Ca!.075-38-
!GEHUDU-NPWAX-	! げふづ-Np wax-
GE-O-9ZOLI-LE-	げ-お-9 ぞ Li-Le-
GIL3.60.-N3202	Gil 3.60.-ん 3202
GI!MOCUP.PU-OU	ぎ! も cup.ぷ-おう
GISEPOP!..CUTY	ぎせ pop!..Cu Ty
GOCA--PD-.3SU-	ご Ca--Pd-.3 す-
GOG--BY0CS.ROT	Gog--by 0 cs.rot
GOTAX9.PT-RULE	got ax 9.Pt-rule
GS4-OFIOMOU.YU	gs 4-of いおもう.ゆ
GUETOI9.WMOLD.	ぐえとい 9.Wm old.
GUO--RNCSRAO-!	ぐお--Rn cs らお-!
GYMCAZR-UNOA-!	gym Ca Zr-うのあ-!
GYUEX-2RIUTOZE	ぎゅ ex-2 りうとぜ
HA-KEMG.99-3LE	は-け Mg.99-3 Le
-HEE.7HZFEZ-TY	-へえ.7 Hz fez-Ty
-HEM-CUA9.PB.U	-hem-Cu あ 9.Pb.う
HEW1..FDRIEU-.	hew 1..FDR いえう-.
.HEXNI535453!-	.hex に 535453!-
HG-8EUJA..NOX-	Hg-8 えうじゃ..ん ox-
HG!8.!!FAX.581	Hg! 8.!! fax.581
HIM8-FUN62.KEG	him 8-fun 62.keg
HOG.O9N.AN.-XE	hog.お 9 ん.an.-Xe
HU.99CL!AM-KEE	ふ.99 Cl! am-けえ
